Date,1 Mo,2 Mo,3 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2016-07-31,0.19,N/A,0.28,0.38,0.5,0.67,0.76,1.03,1.29,1.46,1.78,2.18
2016-08-31,0.26,N/A,0.33,0.47,0.61,0.8,0.92,1.19,1.45,1.58,1.9,2.23
2016-09-30,0.2,N/A,0.29,0.45,0.59,0.77,0.88,1.14,1.42,1.6,1.99,2.32
2016-10-31,0.2,N/A,0.34,0.51,0.66,0.86,1,1.31,1.62,1.84,2.25,2.58
2016-11-30,0.38,N/A,0.48,0.62,0.8,1.11,1.4,1.83,2.18,2.37,2.73,3.02
2016-12-31,0.44,N/A,0.51,0.62,0.85,1.2,1.47,1.93,2.25,2.45,2.79,3.06
2017-01-31,0.5,N/A,0.52,0.64,0.84,1.19,1.46,1.9,2.24,2.45,2.78,3.05
2017-02-28,0.4,N/A,0.53,0.69,0.88,1.22,1.49,1.89,2.19,2.36,2.7,2.97
2017-03-31,0.74,N/A,0.76,0.91,1.03,1.27,1.5,1.93,2.22,2.4,2.76,3.02
2017-04-30,0.68,N/A,0.8,0.99,1.07,1.28,1.45,1.81,2.1,2.29,2.67,2.96
2017-05-31,0.86,N/A,0.98,1.08,1.17,1.28,1.44,1.75,2.02,2.21,2.6,2.87
2017-06-30,0.84,N/A,1.03,1.14,1.24,1.38,1.55,1.89,2.14,2.31,2.61,2.84
2017-07-31,1,N/A,1.07,1.13,1.23,1.34,1.51,1.84,2.11,2.3,2.66,2.89
2017-08-31,0.95,N/A,1.01,1.08,1.23,1.33,1.44,1.7,1.95,2.12,2.47,2.73
2017-09-30,0.96,N/A,1.06,1.2,1.31,1.47,1.62,1.92,2.16,2.33,2.63,2.86
2017-10-31,0.99,N/A,1.15,1.28,1.43,1.6,1.73,2.01,2.23,2.38,2.66,2.88
2017-11-30,1.14,N/A,1.27,1.44,1.62,1.78,1.9,2.14,2.31,2.42,2.65,2.83
2017-12-31,1.28,N/A,1.39,1.53,1.76,1.89,1.98,2.2,2.33,2.4,2.58,2.74
2018-01-31,1.43,N/A,1.46,1.66,1.9,2.14,2.29,2.52,2.66,2.72,2.83,2.95
2018-02-28,1.5,N/A,1.65,1.86,2.07,2.25,2.42,2.65,2.8,2.87,3.02,3.13
2018-03-31,1.63,N/A,1.73,1.93,2.09,2.27,2.39,2.56,2.68,2.74,2.85,2.97
2018-04-30,1.65,N/A,1.87,2.04,2.24,2.49,2.62,2.79,2.91,2.95,3.01,3.11
2018-05-31,1.76,N/A,1.93,2.08,2.23,2.4,2.54,2.68,2.78,2.83,2.91,3
2018-06-30,1.77,N/A,1.93,2.11,2.33,2.52,2.63,2.73,2.81,2.85,2.91,2.98
2018-07-31,1.94,N/A,2.03,2.21,2.44,2.67,2.77,2.85,2.92,2.96,3.03,3.08
2018-08-31,1.95,N/A,2.11,2.28,2.46,2.62,2.7,2.74,2.81,2.86,2.95,3.02
2018-09-30,2.12,N/A,2.19,2.36,2.59,2.81,2.88,2.94,3.01,3.05,3.13,3.19
2018-10-31,2.2,N/A,2.34,2.49,2.69,2.87,2.93,2.98,3.07,3.15,3.3,3.39
2018-11-30,2.31,N/A,2.37,2.52,2.7,2.8,2.83,2.84,2.92,3.01,3.19,3.3
2018-12-31,2.44,N/A,2.45,2.56,2.63,2.48,2.46,2.51,2.59,2.69,2.87,3.02
2019-01-31,2.42,N/A,2.41,2.46,2.55,2.45,2.43,2.43,2.51,2.63,2.83,2.99
2019-02-28,2.44,N/A,2.45,2.5,2.54,2.52,2.5,2.52,2.63,2.73,2.94,3.09
2019-03-31,2.43,N/A,2.4,2.44,2.4,2.27,2.21,2.23,2.31,2.41,2.63,2.81
2019-04-30,2.43,N/A,2.43,2.46,2.39,2.27,2.24,2.28,2.39,2.51,2.75,2.93
2019-05-31,2.35,N/A,2.35,2.35,2.21,1.95,1.9,1.93,2.03,2.14,2.39,2.58
2019-06-30,2.18,N/A,2.12,2.09,1.92,1.75,1.71,1.76,1.87,2,2.31,2.52
2019-07-31,2.01,N/A,2.08,2.1,2,1.89,1.84,1.84,1.92,2.02,2.31,2.53
2019-08-31,2.1,N/A,1.99,1.89,1.76,1.5,1.42,1.39,1.45,1.5,1.78,1.96
2019-09-30,1.91,N/A,1.88,1.83,1.75,1.63,1.56,1.55,1.62,1.68,1.94,2.12
2019-10-31,1.59,N/A,1.54,1.57,1.53,1.52,1.52,1.51,1.6,1.69,2,2.17
2019-11-30,1.62,N/A,1.59,1.63,1.6,1.61,1.61,1.62,1.73,1.78,2.07,2.21
2019-12-31,1.48,N/A,1.55,1.6,1.59,1.58,1.62,1.69,1.83,1.92,2.25,2.39
